uid,nombre_de_la_entidad,departamento_entidad,orden_entidad,modalidad,causal_contratacion_directa,objeto_a_contratar,detalle_objeto,cuantia_proceso,cuantia_contrato,valor_total_de_adiciones,valor_contrato_con_adiciones,anno_firma,fecha_firma,fecha_ini_ejec_contrato,plazo_de_ejec_del_contrato,rango_de_ejec_del_contrato,tiempo_adiciones_en_dias,tiempo_adiciones_en_meses,fecha_fin_ejec_contrato,id_adjudicacion,urlproceso,nit_de_la_entidad,identificacion_del_contratista,dpto_y_muni_contratista,municipio_entidad,nom_razon_social_contratista,estado_del_proceso
23-13-13888780-12870241,NARINO - ALCALDIA MUNICIPIO DE ARBOLEDA (BERRUECOS),NARINO,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONTRATAR LA OBRA PUBLICA PARA REALIZAR EL PERFILADO DEL AFIRMADO EXISTENTE EN UN TRAMO DE LA VIA ROSAFLORIDA BERRUECOS Y LA VIA VEREDA CHIRIURCO DEL MUNICIPIO ARBOLEDA NARINO CODIGO BPIN: 2023520510009;,32479892,32479892,0,32479892,2023,2023-12-20T00:00:00.000,2023-12-20T00:00:00.000,7,D,0,0,2023-12-27T00:00:00.000,12870241,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=23-13-13888780'},800093386-8,1085276148,NARINO,ARBOLEDA,MICHAEL STEVEN PORTILLA BASANTE,LIQUIDADO
18-11-8079890-7940639,CUNDINAMARCA - ALCALDIA MUNICIPIO DE SUPATA,CUNDINAMARCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE LA VIA QUE COMUNICA A LA VEREDA SANTA BARBARA DESDE EL K8+010 HASTA EL K8+090 MUNICIPIO DE SUPATA CUNDINAMARCA,57000000,56933965,56933965,113867930,2018,2018-06-05T00:00:00.000,2018-06-20T00:00:00.000,2,M,0,0,2018-08-20T00:00:00.000,7940639,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-11-8079890'},899999398,900895806,CUNDINAMARCA,SUPATA,INGENIERIA EN CONSTRUCCIONES E INTERVENTORIAS CIVILES SAS,LIQUIDADO
23-11-13570962-12643570,SANTANDER - ALCALDIA MUNICIPIO DE BARICHARA,SANTANDER,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),LA CONTRATACION DE MENOR CUANTIA (LITERAL B),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONTRATO DE OBRA PUBLICA PARA EL MEJORAMIENTO DE VIA TERCIARIA MEDIANTE CONSTRUCCION DE PLACAHUELLAS UBICADAS EN LA VEREDA PARAMITO SECTOR SUBIDA TRES ESQUINAS DEL MUNICIPIO DE BARICHARA; SANTANDER,270764844,270740000,54000000,324740000,2023,2023-04-27T00:00:00.000,2023-04-27T00:00:00.000,2,M,0,0,2023-06-27T00:00:00.000,12643570,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=23-11-13570962'},890980445-7,91075487,SANTANDER,BARICHARA,WENTZER MAURICIO LEON TORRES,LIQUIDADO
15-11-4085662-3824538,CUNDINAMARCA - ALCALDIA MUNICIPIO DE QUIPILE,CUNDINAMARCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONSTRUCCION DE  UNA PLACA HUELLA EN LA VEREDA LA FLORESTA; VIA QUE CONDUCE DE LA ESCUELA ZELANDIA AL ALTO DEL TOCHE  SECTOR ALVARADO Y DE UNA PLACA HUELLA DE LA VIA QUE CONDUCE DESDE LA INSPECCION DE LA VIRGEN,120000000,120000000,0,120000000,2015,2015-08-11T00:00:00.000,2015-08-13T00:00:00.000,4,M,0,0,2015-12-13T00:00:00.000,3824538,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-4085662'},800029513-5,830116952-7,CUNDINAMARCA,QUIPILE,AGRO ORGANICA EU,LIQUIDADO
19-13-9404651-8581114,ANTIOQUIA - ALCALDIA MUNICIPIO DE SAN ROQUE,ANTIOQUIA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO Y MEJORAMIENTO DEL MEDIO DE ACCESO O CAMINO QUE COMUNICA DESDE EL CORREGIMIENTO CRISTALES HASTA LA VEREDA PENAS AZULEZ DEL MUNICPIO DE SAN ROQUE,22990000,22900000,9955000,32855000,2019,2019-05-18T00:00:00.000,2019-05-18T00:00:00.000,1,M,60,0,2019-08-18T00:00:00.000,8581114,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-9404651'},890982123-1,901131812,ANTIOQUIA,SAN ROQUE,B & MALQUILER S.A.S,LIQUIDADO
15-11-4372051-5062390,ANTIOQUIA - ALCALDIA MUNICIPIO DE RIONEGRO,ANTIOQUIA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONSTRUCCION DE PLACA HUELLA EN LA ZONA RURAL DEL MUNICIPIO DE RIONEGRO-ANTIOQUIA,231724402,213185934,106592967,319778901,2015,2015-12-16T00:00:00.000,2016-08-01T00:00:00.000,1,M,0,2,2016-11-01T00:00:00.000,5062390,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-4372051'},890204646-3,900920718,ANTIOQUIA,RIONEGRO,900920718-1,LIQUIDADO
19-4-9306168-8468617,CUNDINAMARCA - FONDO DE DESARROLLO DE PROYECTOS DE CUNDINAMARCA - FONDECUN,BOGOTA D.C.,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,REGIMEN ESPECIAL,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO Y MEJORAMIENTO DE LA RED SECUNDARIA DEL CORREDOR VIAL EN JURIDICCION DE LA JUNTA DE ACCION COMUNAL DE LA VEREDA DE ALT0 GAZADUJE  DEL MUNICIPIO DE MEDINA DEL DEPARTAMENTO DE CUNDINAMARCA.,49686201,47320192,0,47320192,2019,2019-03-26T00:00:00.000,2019-03-26T00:00:00.000,90,D,0,0,2019-06-24T00:00:00.000,8468617,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9306168'},900258772,900242640,BOGOTA D.C.,BOGOTA D.C.,JUNTA DE ACCION COMUNAL DE LA VEREDA DE ALT0 GAZADUJE,LIQUIDADO
15-11-4111927-3955757,ANTIOQUIA - ALCALDIA MUNICIPIO DE SAN CARLOS,ANTIOQUIA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",APERTURA DE LA VIA TERCIARIA LA ESPERANZA- PIO XII ETAPA III DEL MUNICIPIO DE SAN CARLOS.,87377940,87226591,43535938,130762529,2015,2015-10-06T00:00:00.000,2015-10-09T00:00:00.000,50,D,0,0,2015-11-28T00:00:00.000,3955757,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-4111927'},890983740-9,3481997,ANTIOQUIA,SAN CARLOS,JOHAN LEON GIL CLAVIJO,LIQUIDADO
17-4-7071827-6497497,ANTIOQUIA - EMPRESA DE DESARROLLO URBANO EDU - MEDELLIN,ANTIOQUIA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,REGIMEN ESPECIAL,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",PROSPECCION ARQUEOLOGICA Y CARACTERIZACION DE LOS TRAZADOS DE LOS CAMINOS EXISTENTES EN EL SECTOR; PARA LA IDENTIFICACION DEL TRAZADO ORIGINAL DEL CAMINO DE LA CUESTA; ENTRE LOS SECTORES ALTO DE LA VIRGEN Y ALTO DE LA MORA; EN LA VEREDA PIEDRAS BLANCAS DEL CORREGIMIENTO SANTA ELENA; EN EL MUNICIPIO DE MEDELLIN,73153344,61880000,0,61880000,2017,2017-10-03T00:00:00.000,2017-10-20T00:00:00.000,90,D,90,0,2018-04-18T00:00:00.000,6497497,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-7071827'},900272057,830142654,ANTIOQUIA,MEDELLIN,FUNDACION AFFIC,LIQUIDADO
19-11-9430363-8921504,CUNDINAMARCA - ALCALDIA MUNICIPIO DE CHAGUANI,CUNDINAMARCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE LA VIA CHAGUAI VEREDA EL RINCON- SECTOR PUERTA ROJA DEL MUNICIPIO DE CHAGUANI CUANDINAMARCA. CONV. ICCU-213-2018,99000000,99000000,0,99000000,2019,2019-07-15T00:00:00.000,2019-08-20T00:00:00.000,2,M,0,0,2019-10-20T00:00:00.000,8921504,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-11-9430363'},899999400,901299447,CUNDINAMARCA,CHAGUANI,CONSORCIO JH 2019,LIQUIDADO
20-11-10449845-9806675,BOYACA - ALCALDIA MUNICIPIO DE GACHANTIVA,BOYACA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONSTRUCCION DE LA PLACA HUELLA EN LA VIA PRINCIPAL VEREDA HATILLO-SOCHA SECTOR GACHACA DEL MUNICIPIO DE GACHANTIVA- BOYACA.,200857626,200856749,44713686,245570435,2020,2020-03-25T00:00:00.000,2020-06-19T00:00:00.000,3,M,30,0,2020-10-19T00:00:00.000,9806675,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-11-10449845'},899999419-1,901379553,BOYACA,GACHANTIVA,CONSORCIO VIAS GACHANTIVA 2020,LIQUIDADO
18-1-188307-7333483,CORDOBA - ALCALDIA MUNICIPIO DE BUENAVISTA,CORDOBA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,LICITACION PUBLICA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",REHABILITACION Y MEJORAMIENTO DE PUNTOS CRITICOS EN LA VIA VILLA FATIMA - EL VIAJANO; ZONA RURAL DEL MUNICIPIO DE BUENAVISTA; CORDOBA,794014584,793868990,0,793868990,2018,2018-04-23T00:00:00.000,2018-04-30T00:00:00.000,2,M,0,0,2018-06-30T00:00:00.000,7333483,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-188307'},800096739,10954770,CORDOBA,BUENAVISTA,LUIS DANIEL LOZANO BUSTILLO,LIQUIDADO
15-11-4169448-4256961,CUNDINAMARCA - ALCALDIA MUNICIPIO DE SUTATAUSA,CUNDINAMARCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONTRATAR LA CONSTRUCCION DE PLACA HUELLA EN LA VIA VEREDA CONCUBITA EN EL SECTOR EL ESPINO - LA ESCUELA DEL MUNICIPIO DE SUTATAUSA CUNDINAMARCA,50000000,49999991,0,49999991,2015,2015-09-18T00:00:00.000,2015-11-30T00:00:00.000,2,M,0,0,2016-01-30T00:00:00.000,4256961,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-4169448'},800030988-1,900898127-5,CUNDINAMARCA,SUTATAUSA,CONSORCIO PLACAS 2015,LIQUIDADO
22-21-32757-12380089,NARINO - ALCALDIA MUNICIPIO DE ARBOLEDA (BERRUECOS),NARINO,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,LICITACION OBRA PUBLICA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE LA VIA OLAYA - SANTA MARTA EN EL MUNICIPIO DE ARBOLEDA DEPARTAMENTO DE NARINO EN EL MARCO DEL PROGRAMA COLOMBIA RURAL-NACIONAL.,2699100000,2687758333,0,2687758333,2022,2022-10-25T00:00:00.000,2023-04-26T00:00:00.000,7,M,10,0,2023-11-26T00:00:00.000,12380089,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-32757'},800093386-8,12998309,NARINO,ARBOLEDA,OSCAR FRANCISCO PUCHANA BETANCOURTH,LIQUIDADO
17-13-6551473-5982761,NARINO - ALCALDIA MUNICIPIO DE RICAURTE,NARINO,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO DE LA MALLA VIAL TERCIARIA DE LA VIA QUE CONDUCE A LA VEREDA SAN PABLO DEL MUNICIPIO DE RICAURTE,20450000,20450000,0,20450000,2017,2017-05-09T00:00:00.000,2017-05-09T00:00:00.000,15,D,0,0,2017-05-24T00:00:00.000,5982761,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-13-6551473'},890983674-0,87218556,NARINO,RICAURTE,JUAN ESTIVEN LUNA BUESACO,LIQUIDADO
17-1-183227-7150408,SANTANDER - ALCALDIA MUNICIPIO DE EL CARMEN DE CHUCURI,SANTANDER,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,LICITACION PUBLICA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE VIAS TERCIARIAS MEDIANTE EL USO DE PLACA HUELLAS EN EL CARMEN DE CHUCURI SANTANDER,1511150516,1508496112,0,1508496112,2018,2018-01-17T00:00:00.000,2018-03-05T00:00:00.000,5,M,0,0,2018-08-05T00:00:00.000,7150408,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-183227'},No Definido,901142049,SANTANDER,EL CARMEN DE CHUCURI,UNION TEMPORAL PLACA HUELLA EL CARMEN,LIQUIDADO
22-4-12885434-11916117,ANTIOQUIA -  EMPRESA AUTONOMA DE EL PENOL,ANTIOQUIA,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,REGIMEN ESPECIAL,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONSTRUCCION DE PLACA HUELLA EN EL BARRIO FLORITO DEL MUNICIPIO DE EL PENOL,29788126,29788126,14562884,44351010,2022,2022-01-17T00:00:00.000,2022-02-01T00:00:00.000,58,D,30,0,2022-04-30T00:00:00.000,11916117,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-4-12885434'},901537748-4,900407147,ANTIOQUIA,EL PENOL,GRUPO DE PROYECTOS INTEGRALES COLOMBIA S.A.S,LIQUIDADO
19-1-200254-8570135,BOYACA - ALCALDIA MUNICIPIO DE SORA,BOYACA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,LICITACION PUBLICA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE VIAS RURALES MEDIANTE LA CONSTRUCCION DE OBRAS DE DRENAJE Y/O PROTECCION EN EL MUNICIPIO DE SORA,325993402,324484272,20873573,345357845,2019,2019-05-06T00:00:00.000,2019-05-16T00:00:00.000,4,M,15,0,2019-09-16T00:00:00.000,8570135,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-200254'},899999468-2,900089818,BOYACA,SORA,MUNOZ CARVAJAL Y CIA S EN C,LIQUIDADO
22-4-13404344-12467350,ANTIOQUIA - EMPRESAS PUBLICAS DE SAN ROQUE S.A.S. E.S.P.,ANTIOQUIA,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,REGIMEN ESPECIAL,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONSTRUCCION DE PAVIMENTO RIGIDO Y FLEXIBLE EN EL CORREGIMIENTO DE SAN JOSE DEL NUS Y CONSTRUCCION DE PLACA HUELLA EN VIAS TERCIARIAS DEL MUNICIPIO DE SAN ROQUE.,1756916662,1756916662,0,1756916662,2022,2022-12-15T00:00:00.000,2023-01-16T00:00:00.000,6,M,0,0,2023-07-16T00:00:00.000,12467350,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-4-13404344'},900640323,900451273,ANTIOQUIA,SAN ROQUE,CONSULTORIAS Y OBRAS CIVILES JF S.A.S,LIQUIDADO
18-13-8065037-7350322,CASANARE - ALCALDIA MUNICIPIO DE TAURAMENA,CASANARE,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO DE LA VIA TERCIARIA EN EL TRAMO CONOCIDO COMO INGRESO HATO MARAURE (INGRESO POZO CHAPARRO)- CRUCE TUNUPE-CARUPANA HASTA EL CENTRO POBLADO CARUPANA Y RIO META DEL MUNICIPIO DE TAURAMENA,21500000,21478590,0,21478590,2018,2018-05-10T00:00:00.000,2018-05-10T00:00:00.000,1,M,0,0,2018-06-10T00:00:00.000,7350322,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-13-8065037'},800012873,822005907,CASANARE,TAURAMENA,CIAM S.A.S.,LIQUIDADO
16-11-5810211-5404238,CASANARE - ALCALDIA MUNICIPIO DE SABANALARGA,CASANARE,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",REALIZAR EL MEJORAMIENTO Y REHABILITACION DE VIA QUE CONDUCE A LA VEREDA EL CINIO MUNICIPIO DE SABANALARGA CASANARE,39804357,39797185,0,39797185,2016,2016-12-07T00:00:00.000,2016-12-09T00:00:00.000,20,D,0,0,2016-12-29T00:00:00.000,5404238,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-11-5810211'},800094844-4,8440029526,CASANARE,SABANALARGA,C.A INGENIERIA SAS,LIQUIDADO
17-1-177453-6550545,CUNDINAMARCA - ALCALDIA MUNICIPIO DE NOCAIMA,CUNDINAMARCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,LICITACION PUBLICA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONSTRUCCION DE PLACA HUELLA EN CONCRETO EN LAS DIFERENTES VIAS RURALES EN EL MUNICIPIO DE NOCAIMA CUNDINAMARCA,929605162,299142779,0,299142779,2017,2017-09-14T00:00:00.000,2017-10-23T00:00:00.000,2,M,0,0,2017-12-23T00:00:00.000,6550545,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-177453'},800094713-8,830143870,CUNDINAMARCA,NOCAIMA,PICO CONSTRUCCIONES S.A.S,LIQUIDADO
18-11-7854305-7370925,CUNDINAMARCA - ALCALDIA MUNICIPIO DE UBALA,CUNDINAMARCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE LA VIA TERCIARIA QUE COMUNICA LA VEREDA SAN PEDRO BAJO CON LA VEREDA SAN ANTONIO; SECTOR LA ESMERALDA EN EL MUNICIPIO DE UBALA CUNDINAMARCA.,50000000,50000000,0,50000000,2018,2018-04-04T00:00:00.000,2018-04-04T00:00:00.000,3,M,0,0,2018-07-04T00:00:00.000,7370925,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-11-7854305'},899999385,79881326,CUNDINAMARCA,UBALA,FAUSTO FERNANDO GONZALEZ BARRERA,LIQUIDADO
17-13-7306497-6682446,BOYACA - ALCALDIA MUNICIPIO DE TINJACA,BOYACA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE LA VIA QUE  CONDUCE  DE LA VEREDA  APOCENTOS MEDIO A LA VEREDA FUNZA.SECTOR EL  PARAPENTE DEL MUNICIPIO DE TINJACA-BOYACA,20614219,20614219,10300000,30914219,2017,2017-11-21T00:00:00.000,2017-11-29T00:00:00.000,30,D,0,0,2017-12-29T00:00:00.000,6682446,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-13-7306497'},800051167-1,5747999,BOYACA,TINJACA,EDWIN ORLANDO HUIRTADO VILLAMIL,LIQUIDADO
19-21-15814-9371412,TOLIMA - ALCALDIA MUNICIPIO DE PLANADAS,TOLIMA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,LICITACION OBRA PUBLICA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DEL TRAMO VIAL CORREDOR MONTE LORO MEDIANTE EL USO DE PLACA HUELLA; EN EL MUNICIPIO DE PLANADAS - TOLIMA.,5960293944,5880202454,0,5880202454,2019,2019-12-24T00:00:00.000,2019-12-30T00:00:00.000,10,M,0,0,2020-10-30T00:00:00.000,9371412,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-15814'},800100137,901351130,TOLIMA,PLANADAS,CONSORCIO SCT 2020,LIQUIDADO
21-11-12448992-11696081,CUNDINAMARCA - ALCALDIA MUNICIPIO DE TABIO,CUNDINAMARCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE LA VIA QUE CONDUCE DE SAN JORGE A LA LUCERA EN LA VEREDA RIO FRIO ORIENTAL DEL MUNICIPIO DE TABIO; DEL DEPARTAMENTO DE CUNDINAMARCA.,150000000,141201300,0,141201300,2021,2021-12-15T00:00:00.000,2021-12-27T00:00:00.000,3,M,0,0,2022-03-27T00:00:00.000,11696081,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-11-12448992'},800028576-4,92501180,CUNDINAMARCA,TABIO,IBRAHIM JOSE TURCIOS HERAZO,LIQUIDADO
18-11-7750197-7269232,CUNDINAMARCA - ALCALDIA MUNICIPIO DE SUBACHOQUE,CUNDINAMARCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE LA VIA LLANITOS- EL PARAMO SECTOR VERSALLES DE LA VEREDA LLANITOS DEL MUNICIPIO SUBACHOQUE; CUNDINAMARCA,85000000,85000000,0,85000000,2018,2018-02-27T00:00:00.000,2018-03-06T00:00:00.000,3,M,0,0,2018-06-06T00:00:00.000,7269232,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-11-7750197'},891180191-2,830509210,CUNDINAMARCA,SUBACHOQUE,INJECOL JE SAS,LIQUIDADO
17-13-6789275-6196572,BOYACA - ALCALDIA MUNICIPIO DE GUAYATA,BOYACA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE  VIA  POR MEDIO DE LA  CONSTRUCCION DE UN TRAMO DE PLACA  HUELLA EN EL SECTOR ESCUELA DE SOCHAQUIRA ARRIBA; MUNICIPIO DE GUAYATA; BOYACA,20013573,20002440,0,20002440,2017,2017-07-17T00:00:00.000,2017-07-14T00:00:00.000,2,M,0,0,2017-09-14T00:00:00.000,6196572,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-13-6789275'},891800896,1054780177,BOYACA,GUAYATA,EDGAR LEONARDO NOVOA VACCA,LIQUIDADO
19-11-8824634-8409857,META - ALCALDIA MUNICIPIO DE CUMARAL,META,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO VIAL ENTRE LA VEREDA VARSOVIA Y EL CRUCE DE LA VIA A SAN NICOLAS EN EL MUNICIPIO DE CUMARAL  META,218262407,217544664,0,217544664,2019,2019-03-01T00:00:00.000,2019-03-27T00:00:00.000,2,M,0,0,2019-05-27T00:00:00.000,8409857,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-11-8824634'},892099184,901259945,META,CUMARAL,UNION TEMPORAL OBRAS P&C,LIQUIDADO
20-11-11093245-10442556,BOYACA - ALCALDIA MUNICIPIO DE ZETAQUIRA,BOYACA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO Y MEJORAMIENTO DE VIAS Y CAMINOS RURALES DEL MUNICIPIO DE ZETAQUIRA; DEPARTAMENTO DE BOYACA,124996246,113296802,0,113296802,2020,2020-10-02T00:00:00.000,2020-10-02T00:00:00.000,2,M,0,0,2020-12-02T00:00:00.000,10442556,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-11-11093245'},891802106,900830387,BOYACA,ZETAQUIRA,INNOVET S.A.S,LIQUIDADO
20-4-10795553-10009047,ANTIOQUIA - EMPRESA DE DESARROLLO SOSTENIBLE DEL ORIENTE EDESO - RIONEGRO,ANTIOQUIA,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,REGIMEN ESPECIAL,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE VIA TERCIARIA MEDIANTE CONSTRUCCION DE PLACA HUELLAS EN LA VIA PRINCIPAL DE LA VEREDA LA CHAPA DEL MUNICIPIO DE EL CARMEN DE VIBORAL; ANTIOQUIA,1320392732,1320392732,74648944,1395041676,2020,2020-06-23T00:00:00.000,2020-06-23T00:00:00.000,4,M,38,0,2020-11-23T00:00:00.000,10009047,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-10795553'},900974762,911030916,ANTIOQUIA,RIONEGRO,INGEMAT COLOMBIA S.A.S.,LIQUIDADO
